Date,Time,Town / Village,Area,"Occupation
(Where Relevant)",Description
2000-03-20,22:50,Saddleworth Moor,Greater Manchester,,A cigar shaped object descending at high speed. The object was luminous green in colour. Then a second object appeared that was the same.
2000-03-25,21:40,Oxford,Oxfordshire,,"One oval shaped object. With flashing red, green and blue lights. Brighter than stars. Was still and then started to hover."
2000-03-25,21:20,Consett,County Durham,,An object that looked like a cylinder. Visible for several minutes.
2000-03-29,00:00,Welshpool,Powys,,"Comet shaped and with about a one foot long flare, four to six times bigger than a star. Moving from East to North East."
2000-04-04,17:30,Bury,Greater Manchester,,"At least twelve, small objects that were saucer shaped. They were silver and glinting in the sun. Very erratic at high speed."
2000-04-05,22:30,Barnetby,Lincolnshire,,"Big chevron shape. It appeared solid, with many twinkling orange lights. Was very fast. Silent."
2000-04-07,00:20,Leyburn,North Yorkshire,,Red changing to orange lights in the sky. They moved from the North East to South West and then disappeared.
2000-04-13,20:23,Crosskeys,Gwent,,One star shaped object. Moving West.
2000-04-16,20:00,Nr Beeston,Cheshire,,"A very bright light in the sky was pulsing and changing shape. Then the object, 'went out like a light, and disappeared'."
2000-04-17,,Meppershall,Bedfordshire,,Bright lights heading through the sky. They were moving towards the ground very fast.
2000-04-26,23:30,Whitby,North Yorkshire,,One bright yellow and white object. The object had variation in levels of brightness as it crossed the sky.
2000-04-27,21:00,"A5104, Rhydtalog",Flintshire,,One large white ball. It hovered and then disappeared.
2000-05-01,,Marlow Bottom,Buckinghamshire,,"The object was moving like a satellite, but more erratically. Like a star moving towards other stars in the constellation."
2000-05-08,01:30,Glasgow,Strathclyde,,"One red circle. Sun shaped. It then changed shape from round, into elliptical."
2000-05-21,23:30,Havant,Hampshire,,Bright flash in the sky. Disappeared and re-appeared every three seconds. Was followed by what looked like a satellite.
2000-05-28,01:30,Dartford,Kent,,"Six to seven, round, but flat objects. White and fairly bright - clearly visible. They made rapid, random movements."
2000-05-28,09:00,Sittingbourne,Kent,,One to three lights. They were moving West. Fast and erratic.
2000-05-29,21:45,Gravesend,Kent,,"Eight objects, approx one metre in length. They were round/oval shaped. Light gold in colour. Fast, smooth, gliding movements."
2000-06-05,23:00,Brackley/Towcester,Northamptonshire,,"Three objects, larger than a plane, rectangle, square and hook in shape. Were all orange and brighter than Venus."
2000-06-05,14:15,M11,Norfolk,,Mysterious flying object.
2000-06-06,15:00,"Uley, Gloucester",Gloucestershire,,"An object appeared to follow an airliner. Was 1/8 of the size of the plane, with no vapour trail."
2000-06-10,23:05,Lowestoft,Suffolk,,"Bright light, steady, but decreasing in intensity. The object then started to move North East."
2000-06-11,21:10,Leeds,West Yorkshire,,"An object descended in an arc, it had three intense red lights, which seemed to make the whole thing glow red."
2000-06-13,17:00,Bolton,Lancashire,,One round silver object. It moved very rapidly in an Easterly direction.
2000-06-17,00:30,Burnley,Lancashire,,"One object. Had a bright, white light. Was drifting slowly and making elaborate movements."
2000-06-17,01:00,Leven,Fife,,"Three dull, red domed shaped objects. Described as the size of a house. They were silent and moving together. Were low in the sky."
2000-06-17,21:00,Haversham,Buckinghamshire,,One kite shaped object. Very bright. The object was moving downwards.
2000-06-18,19:20,Brighton,East Sussex,,"One large sphere shaped object. Looked like polished aluminium. Very bright. Stationary at first, then moved off at high speed."
2000-06-22,02:03,Culross,Fife,,"One object that was cone shaped. It had four white lights at the top, and two red lights at the base. Made a ""hovering"" sound."
2000-06-23,14:00,Felixstowe,Suffolk,,Large object that looked like a dark silver rock. Definitely not an aircraft.
2000-06-25,17:30,Forest Hill,London,,"Round orange object, which had orange fire coming off of it as it moved. Ten feet long, ten feet wide."
2000-06-26,00:30,Derby,Derbyshire,,Triangular lights with red centre lights. Were going about 300mph on their course. Heading North-North West.
2000-07-01,21:30,Putney,London,,"One circular object, that looked like the size of a penny held at arms length. Was a white/yellow colour and was very bright."
2000-07-02,01:45,Wirral,Cheshire,,"Large triangular object, top of the triangle looked removed with two orange panels on each side. It had a dark blue top. Hovered."
2000-07-03,00:26,Consett,County Durham,,"A noise that sounded like a popping explosion, then a bright light in the sky, round and golden orange in colour."
2000-07-08,00:10,Harrogate,North Yorkshire,,"Small, bright light, sphere shaped. Then the second sighting was a sea horse shape, blue, red, orange and white. Both disappeared."
2000-07-08,00:10,Harrogate,North Yorkshire,,"Small bright light, sphere shaped. Disappeared at very high speed behind the clouds. The second object was the shape of a sea horse."
2000-07-09,21:05,,London,,Four helicopters seen that looked like they could have been chasing an object.
2000-07-09,,Wilmslow,Cheshire,,A UFO.
2000-07-11,16:45,,Fife,,Silver ball hovering above a farmhouse.
2000-07-14,19:58,,West Yorkshire,,"One object, quite large, that looked like a light bulb shape. Then it looked circular, metallic and silver."
2000-07-17,01:25,Westlea,West Yorkshire,,"One spherical, white and very bright object seen."
2000-07-17,15:20,Stairhaven,Dumfries & Galloway,,One beehive shaped and cream coloured object. Was hovering.
2000-07-21,00:00,Bideford,North Devon,,"Something looking like a UFO, flying saucer and two lights."
2000-07-21,00:10,Neath,West Glamorgan,,"One object, like a malteser when held at arms length. Spherical and very bright. Orange, red, green and white colours on it. Pulsating."
2000-07-22,12:20,Crewe,Cheshire,,"Something in the sky lighting up the back garden - light went with it, when the object moved."
2000-07-22,23:45,Birkenhead,Merseyside,,Two - flare size. They were extremely bright and falling from the sky.
2000-07-27,10:15,"Osterley Pk, nr Hounslow",Middlesex,,"White, rounded, bright lights."
2000-07-27,10:50,Salisbury,Wiltshire,,Fairly large cluster of shapes and they were changing shape from tri-angular to crosses. They changed direction.
2000-07-27,21:30,Southall,Middlesex,,One - dome shape. The size of a jumbo jet. Was white in colour and very bright. Moving slowly in a straight line.
2000-07-31,16:40,,West London,,"One silver, diamond/squid shaped object. Was hissing."
2000-08-01,15:30,Cardiff,Vale of Glamorgan,,"One circular, silvery white disc. Was right above the witness and then shot off."
2000-08-05,23:30,Ferrybridge area - A1,West Yorkshire,,"A bright, white light that moved across the sky, before disappearing."
2000-08-06,09:15,Southsea,Hampshire,,Black rectangle with a red glow. Took a minute and a half to go across the sky.
2000-08-06,10:30,Dane End nr Ware,Hertfordshire,,Fireball in the sky with debris/lights behind it.
2000-08-06,18:45,Rainham,Kent,,"One, possibly two small, flattened figure of eight objects, with links of red. Dull brightness. Was stationary then moved slowly."
2000-08-08,,New Crosby/Carlisle,Cumbria,,Disc shape with hump on top. Was definitely not an aeroplane. Was low down in the sky.
2000-08-11,19:00,Hastings,East Sussex,,"One spherical, dark grey object. Moving South."
2000-08-16,21:50,Forest Hill,London,,"Red, blue lights, flashing consecutively, on large spheres - two foot wide - four foot tall."
2000-08-16,23:50,Spey Bay,Morayshire,Cpl in the RAF,"One sphere, varying and constantly changing. Brighter than the stars."
2000-08-18,09:50,Forest Hill,London,,"Red, blue singular flashing lights."
2000-08-18,21:45,Fishpond,Bristol,,One helicopter shaped object. Had gold and red lighting on it. Was very bright.
2000-08-20,15:15,High Wycombe,Buckinghamshire,,One black dot up in the sky. Sort of looked bright considering the colour.
2000-08-20,02:00,Callington,Cornwall,,Number of lights in the sky - cluster of five green ones. Vivid white light and various reds. Moved erratically and adjusted it's position.
2000-08-21,10:45,Burgess Hill,West Sussex,,Large shape - arrowhead. Four/five lights at extremities. Moved very fast - North to South in a straight line.
2000-08-24,10:55,Ravenstone,Northants,,Object - not a star or a small planet. Was moving around far above normal airspace.
2000-08-24,,Cheltenham,Gloucestershire,,A UFO was seen and filmed onto a VHS tape.
2000-08-26,20:30,Snowdonia Mountains,North Wales,,"A large fireball/meteorite/piece of debris spotted over the mountains. It seemed to be flaming, rather than glowing."
2000-08-27,00:47,Runcorn,Cheshire,,Red and other coloured lights going on and off. Moving from North to South.
2000-08-29,04:18,Runcorn,Cheshire,,A silver dot moving through the sky.
2000-08-29,20:30,Glasgow,Strathclyde,,"A bright blob which turned into a streak, before disappearing, to return approximately ten minutes later."
2000-08-31,,Wells,Norfolk,,"Glowing, with coloured lights around it. Flashing red, blue and green lights."
2000-09-02,02:30,Blackwood,Gwent,,"Diamond shape, with three lights. One red and two white lights changing colour."
2000-09-03,12:20,M3 around Sudbury,Suffolk,,One round shaped object with a dark shadow on it.
2000-09-07,05:50,Seddlecombe,East Sussex,,"Lights flying in the sky, five - six, flying in some kind of formation, moving North. Witness heard some sort of noise."
2000-09-09,15:20,E Hunsbury,Northamptonshire,,"One small, elongated object. Brown and fairly bright."
2000-09-10,11:05,Basildon,Essex,,Five - six orbiting around one. They were changing shape. Grey in colour.
2000-09-10,21:00,Eggham,Surrey,,"Three lights, bigger than stars. They were white and fairly bright, but not blinding. Erratic, lights moving around one another."
2000-09-12,23:30,Ilford,Essex,,"Nine oblong shaped red lights, then two red lights converged over the witnesses house. They moved faster than any aircraft."
2000-09-16,21:00,Chesterfield,Derbyshire,,An orange ball.
2000-09-16,04:00,Shell Island,North Wales,,"Triangular, stacked as plates, with triangular shaped windows with lights."
2000-09-24,20:13,Royston,Cambridgeshire,,"One big object, far off. Multi coloured and flickering and getting brighter by the minute."
2000-09-24,00:02,Twickenham,Middlesex,,"One, possibly two golden lights. Moving incredibly fast, then disappeared."
2000-09-24,02:43,Wembley,Middlesex,,"One object, large helicopter size, with a cluster of lights. Was white and very bright. Was making bouncing movements."
2000-09-25,05:30,Highbridge,Somerset,,"Lots of flashing lights, like aircraft lights, but could see no aircraft in the area."
2000-09-27,21:10,Ramsgate,Kent,,"Revolving lights on the right hand side of the road, then the left hand side. Looked like a tornado spinning."
2000-09-28,20:10,Rhuddlan nr Rhyl,Clwyd,Police Officer,Big explosion with an intense white light.
2000-09-29,09:15,,,,"Three - five lights in the sky, very bright. Each object had three - six lights that were changing."
2000-09-30,11:25,Birkenhead,Merseyside,,A black triangular shaped object.
2000-10-04,05:45,Henley-on-Thames,Oxfordshire,,"One circular, white and very bright object."
2000-10-04,16:20,High Wycombe,Buckinghamshire,,Chrome silver dome shaped object - 30 to 40 foot across - with a few small windows. No wings and very reflective.
2000-10-04,20:45,Finchley,London,,"Eight, large, roundish objects seen. Normal sort of colour and very visible."
2000-10-04,22:30,Collingdale,London,,Lights in the sky. Were moving in a circular dancing pattern.
2000-10-04,,Exeter,Devon,,A sphere in the sky.
2000-10-13,01:15,Huddersfield,West Yorkshire,,"Three cone shaped saucers, bright red and one had a red beam, like a searchlight."
2000-10-16,21:31,Northallerton,North Yorkshire,,Looked triangular. Black in colour and had green lights underneath.
